year,month,week,region,retailer_code,retailer_name,brand_code,brand,pos_units,pos_amount,inv_units,inv_amount
2020,1,6,NL,R002,Amazon,B072,Gund License Paw Patrol,228,14615.04,216,11255.77
2020,12,1,WE,R002,Amazon,B028,Rusty Rivets,231,7741.22,202,5757.1
2020,6,4,SK,R002,Amazon,B009,Meccano,257,12417.1,200,10179.75
2020,4,11,CZ,R001,Walmart,B037,Marbles,478,17648.05,310,11016.86
2020,11,6,CA,R025,Sobeys,B069,Gund License Vida the Vet,267,17772.34,255,18119.1
2020,4,1,UK,R001,Walmart,B016,Purse Pets,441,16291.5,311,11978.96
2020,10,5,AT,R002,Amazon,B065,Teen Titans Go,225,4910.35,207,4676.1
2020,10,5,AT,R002,Amazon,B007,Kinetic Rock,286,19065.75,274,17096.83
2020,1,9,IN,R011,Reliance Retail,B031,Paw Patrol,322,10112.19,164,5014.7
2020,10,9,CZ,R001,Walmart,B021,Whiffies,495,20288.16,315,10588.51
2020,12,10,WE,R002,Amazon,B024,Hatchimals,230,8666.53,145,4437.1
2020,7,9,ES,R001,Walmart,B054,Spy Gear,479,13041.4,174,4778.94
2020,1,3,AT,R001,Walmart,B033,Firebuds,443,6650.49,159,2450.24
2020,5,4,SK,R002,Amazon,B066,GUND,282,9490.9,287,9107.46
2020,5,12,CA,R025,Sobeys,B066,GUND,288,14991.33,280,14241.35
2020,10,13,BE,R001,Walmart,B032,Vida the Vet,440,28368.35,409,23459.49
2020,6,9,PL,R002,Amazon,B007,Kinetic Rock,232,13363.7,254,12631.49
2020,9,2,AA,R001,Walmart,B057,Ben 10,463,33832.64,538,33658.07
2020,5,11,AU,R026,Woolworths AU,B073,Redakai,256,11773.59,165,6895.72
2020,5,9,NL,R001,Walmart,B068,Gund License Pusheen,447,20037.56,201,7251.51
2020,12,2,PT,R002,Amazon,B007,Kinetic Rock,232,15141.21,133,9404.65
2020,7,7,IN,R002,Amazon,B066,GUND,234,16102.02,178,10574.07
2020,6,7,US,R004,Target,B074,Super Dinosaur,234,9561.04,117,4296.69
2020,4,12,PT,R002,Amazon,B066,GUND,206,5302.19,122,2899.57
2020,5,7,SK,R001,Walmart,B026,Crystal Dragons,565,37741.36,491,26248.7
2020,11,7,ES,R002,Amazon,B026,Crystal Dragons,231,9831.06,167,6627.5
2020,3,9,PT,R002,Amazon,B063,Star Wars,261,17141.42,255,17905.2
2020,11,1,IT,R001,Walmart,B027,Mighty Express,524,20123.33,568,19620.79
2020,6,3,CH,R001,Walmart,B065,Teen Titans Go,528,39425.01,624,47517.32
2020,7,4,AU,R026,Woolworths AU,B058,DC Universe,354,21489.7,212,13637.43
2020,3,13,IN,R014,Spencer,B058,DC Universe,252,13742.84,152,7318.31
2020,8,3,MX,R002,Amazon,B041,Kids Puzzles,286,12891.77,147,7025.98
2020,11,8,IT,R002,Amazon,B043,Big Potato Games,343,21618.29,176,11944.88
2020,4,7,WE,R002,Amazon,B014,PixOs,190,11778.22,68,3936.44
2020,9,5,UK,R007,Tesco,B067,Gund License Train Dragon,237,16113.68,186,10425.05
2020,3,5,PT,R002,Amazon,B049,Tech Deck,203,14411.76,126,7870.74
2020,3,4,WE,R002,Amazon,B064,TMNT,190,9434.77,141,6749.24
2020,12,9,AA,R001,Walmart,B012,Paw Patrol Activity,462,20492.78,185,8658.2
2020,1,11,FR,R002,Amazon,B060,Monster Trucks,145,6818.91,141,5335.72
2020,4,12,CA,R024,Metro,B037,Marbles,333,6050.18,293,5394.54
2020,3,13,IT,R001,Walmart,B036,Gabbys Dollhouse,596,40746.17,384,28352.48
2020,11,11,RO,R002,Amazon,B042,Board Games,246,13565.28,121,6627.91
2020,11,12,MX,R001,Walmart,B014,PixOs,517,14161.12,160,3868.31
2020,10,1,IN,R014,Spencer,B063,Star Wars,183,8658.93,122,5054.64
2020,6,2,FR,R002,Amazon,B075,Ionix Dragons,187,5388.86,57,1622.48
2020,3,6,ES,R001,Walmart,B066,GUND,488,7554.9,575,8856.91
2020,2,2,US,R001,Walmart,B018,Cheeky Chonks,522,26523.83,574,26113.43
2020,5,8,UK,R009,Asda,B063,Star Wars,284,14059.65,231,9492.93
2020,1,11,FR,R001,Walmart,B028,Rusty Rivets,479,30858.11,543,30974.28
2020,10,10,PT,R002,Amazon,B048,HEX,279,17314.17,245,16448.99
2020,10,1,CA,R002,Amazon,B067,Gund License Train Dragon,253,10163.05,99,3626.65
2020,5,4,DE,R002,Amazon,B054,Spy Gear,251,6325.83,295,8089.89
2020,4,7,RO,R002,Amazon,B068,Gund License Pusheen,267,14563.78,114,6682.46
2020,7,11,CA,R024,Metro,B010,MoonLite,245,12610.88,102,4721.24
2020,6,1,DE,R017,Edeka,B026,Crystal Dragons,316,11031.38,95,3310.95
2020,6,5,PL,R002,Amazon,B032,Vida the Vet,218,12767.65,227,12027.32
2020,10,3,NL,R001,Walmart,B004,Cool Maker,494,36996.7,264,19050.63
2020,1,12,AT,R002,Amazon,B017,BITZEE,240,4189.06,93,1304.47
2020,2,1,NL,R002,Amazon,B054,Spy Gear,175,11805.77,76,5426.72
2020,7,3,RO,R002,Amazon,B021,Whiffies,253,11948.05,169,8233.05
2020,6,7,PL,R002,Amazon,B024,Hatchimals,244,9774.18,218,9063.32
2020,9,6,CN,R002,Amazon,B074,Super Dinosaur,125,8043.42,143,7786.7
2020,2,7,WE,R001,Walmart,B070,Gund Baby,502,15619.65,449,13648.74
2020,12,5,DE,R016,Lidl,B007,Kinetic Rock,286,18301.44,93,5310.65
2020,3,10,UK,R008,Sainsbury,B024,Hatchimals,319,12287.76,225,7493.35
2020,5,1,ES,R001,Walmart,B010,MoonLite,484,9308.36,167,2946.7
2020,7,8,NL,R001,Walmart,B027,Mighty Express,568,14798.58,598,13987.83
2020,4,6,MX,R002,Amazon,B032,Vida the Vet,147,3701.39,171,4032.38
2020,10,5,PT,R001,Walmart,B056,Batman,517,23059.18,195,7270.96
2020,3,10,SK,R002,Amazon,B022,Zoobles,303,20218.79,285,20436.75
2020,3,5,UK,R009,Asda,B049,Tech Deck,201,7304.21,191,6063.09
2020,1,5,CZ,R001,Walmart,B008,Kinetic Sand,565,17808.17,427,11017.36
2020,12,9,IN,R014,Spencer,B036,Gabbys Dollhouse,196,14415.72,77,5769.0
2020,9,11,MX,R002,Amazon,B005,Knits Cool,284,19542.15,194,10779.54
2020,9,4,US,R002,Amazon,B009,Meccano,239,13941.61,224,11384.88
2020,2,5,MX,R002,Amazon,B034,Dora the Explorer,282,13375.88,267,13282.43
2020,3,8,CA,R002,Amazon,B023,DigiBird,274,11232.47,221,9798.3
2020,5,13,SK,R002,Amazon,B053,Minecraft,291,9897.83,300,10386.04
2020,5,11,BE,R001,Walmart,B073,Redakai,544,37647.96,547,32152.85
2020,1,12,IT,R001,Walmart,B060,Monster Trucks,447,13551.73,294,9441.72
2020,11,6,ES,R002,Amazon,B001,Art,290,8188.3,230,6944.98
2020,4,6,SK,R002,Amazon,B072,Gund License Paw Patrol,224,16778.31,129,8588.14
2020,10,4,IT,R001,Walmart,B033,Firebuds,451,10394.01,161,3312.49
2020,8,5,CN,R001,Walmart,B045,Rubiks,548,32512.37,260,15067.24
2020,12,4,AU,R026,Woolworths AU,B008,Kinetic Sand,262,15350.83,272,13177.32
2020,1,10,AU,R027,Coles,B062,SONY PLAYSTATION,343,20309.86,237,15224.65
2020,7,5,CN,R001,Walmart,B061,Monster Jam,632,38843.02,644,40018.37
2020,2,5,CN,R001,Walmart,B050,Bakugan,520,31673.61,229,15066.01
2020,1,1,AT,R001,Walmart,B003,Craft Cool,546,11048.58,209,3712.31
2020,3,11,ES,R002,Amazon,B063,Star Wars,205,5042.4,222,4857.43
2020,3,12,PT,R002,Amazon,B020,Magic Blanket Babies,308,21332.05,318,21127.75
2020,10,3,SK,R001,Walmart,B035,GabbysDollhouseValue,621,20761.45,720,25041.06
2020,12,13,AA,R002,Amazon,B038,Party Other Games,247,10177.89,207,7588.57
2020,4,1,BE,R001,Walmart,B066,GUND,500,36151.55,531,32275.5
2020,11,13,SK,R002,Amazon,B023,DigiBird,336,21059.79,220,11677.17
2020,12,3,CH,R001,Walmart,B051,Dragamonz,529,33169.12,184,9396.32
2020,6,6,AT,R001,Walmart,B062,SONY PLAYSTATION,469,16905.41,475,15910.0
2020,10,12,IT,R001,Walmart,B034,Dora the Explorer,545,14915.33,368,9519.81
2020,8,5,DE,R018,Rewe,B052,Ionix Pokemon,163,2580.71,50,783.1
2020,8,9,DE,R018,Rewe,B062,SONY PLAYSTATION,315,16390.08,107,4468.14
2020,8,8,CH,R002,Amazon,B074,Super Dinosaur,274,5331.53,102,1944.7
2020,4,11,CA,R001,Walmart,B062,SONY PLAYSTATION,412,29108.68,257,15353.84
2020,10,1,CN,R002,Amazon,B073,Redakai,309,20210.72,200,14191.13
2020,2,8,AU,R027,Coles,B040,Adult Puzzles,274,14679.2,318,18529.47
2020,7,13,RO,R002,Amazon,B059,Black Adam Movie,215,8547.91,228,8552.29
2020,6,11,DE,R016,Lidl,B066,GUND,214,7070.79,198,6100.91
2020,8,13,UK,R008,Sainsbury,B070,Gund Baby,226,12241.79,258,13179.32
2020,5,8,IT,R002,Amazon,B003,Craft Cool,151,7971.92,86,4456.76
2020,4,5,DE,R018,Rewe,B074,Super Dinosaur,300,21664.89,335,25430.69
2020,8,11,US,R003,Costco,B001,Art,276,4655.64,289,4311.79
2020,1,3,AU,R027,Coles,B059,Black Adam Movie,290,16857.05,118,7157.61
2020,11,6,CN,R001,Walmart,B060,Monster Trucks,494,26724.29,410,23140.82
2020,4,1,AA,R001,Walmart,B076,Flash,515,21730.24,365,15674.75
2020,2,12,UK,R010,Waitrose,B027,Mighty Express,164,7806.54,114,5792.99
2020,9,2,CA,R024,Metro,B063,Star Wars,171,11562.58,119,6998.25
2020,7,12,IN,R011,Reliance Retail,B018,Cheeky Chonks,196,6264.53,225,7678.43
2020,7,10,CZ,R001,Walmart,B049,Tech Deck,547,16819.39,166,5250.69
2020,1,4,CA,R002,Amazon,B044,Hedbanz,330,18536.15,145,8591.97
2020,6,13,MX,R002,Amazon,B059,Black Adam Movie,215,9020.57,230,7763.89
2020,12,13,CH,R002,Amazon,B045,Rubiks,268,8407.98,116,3986.03
2020,8,1,CA,R024,Metro,B063,Star Wars,450,31831.49,440,31676.34
2020,8,9,PT,R001,Walmart,B050,Bakugan,498,19283.43,303,11339.18
2020,9,4,MX,R001,Walmart,B061,Monster Jam,465,9273.05,211,3761.83
2020,1,2,CH,R002,Amazon,B007,Kinetic Rock,186,3985.06,112,2010.52
2020,7,9,AU,R001,Walmart,B012,Paw Patrol Activity,536,13970.75,591,12511.51
2020,10,1,AT,R002,Amazon,B040,Adult Puzzles,206,10067.89,95,4738.53
2020,11,7,BE,R002,Amazon,B065,Teen Titans Go,231,12625.84,131,5995.35
2020,8,10,PT,R001,Walmart,B047,Air Hogs,582,18153.77,494,13818.94
2020,10,4,MX,R002,Amazon,B042,Board Games,246,14194.45,105,5928.41
2020,3,9,CH,R001,Walmart,B070,Gund Baby,556,19070.48,388,14065.62
2020,9,3,CZ,R001,Walmart,B035,GabbysDollhouseValue,400,27626.79,130,8220.18
2020,1,8,IT,R001,Walmart,B042,Board Games,512,15877.96,455,13483.19
2020,1,8,CH,R001,Walmart,B034,Dora the Explorer,616,22090.67,406,14563.67
2020,2,10,FR,R001,Walmart,B073,Redakai,475,10346.55,375,8729.88
2020,10,6,DE,R017,Edeka,B033,Firebuds,244,12727.23,234,11499.1
2020,3,9,WE,R001,Walmart,B009,Meccano,512,16507.34,367,9981.48
2020,5,7,ES,R001,Walmart,B049,Tech Deck,469,28536.78,438,25439.18
2020,1,5,MX,R002,Amazon,B062,SONY PLAYSTATION,246,8712.07,179,6272.39
2020,10,1,UK,R009,Asda,B046,Puzz4D Brand,257,5723.63,273,6502.16
2020,5,9,PL,R002,Amazon,B053,Minecraft,224,13448.78,251,15700.45
2020,10,3,CH,R002,Amazon,B020,Magic Blanket Babies,209,5135.15,122,3030.95
2020,10,5,CN,R001,Walmart,B026,Crystal Dragons,414,24526.57,351,19632.39
2020,7,11,BE,R002,Amazon,B046,Puzz4D Brand,232,6584.2,168,4803.21
2020,2,3,NL,R002,Amazon,B005,Knits Cool,229,7979.59,257,7470.22
2020,12,6,CN,R002,Amazon,B022,Zoobles,229,7118.81,96,2639.67
2020,11,4,AU,R027,Coles,B038,Party Other Games,305,15805.85,210,10674.27
2020,10,13,UK,R002,Amazon,B072,Gund License Paw Patrol,193,5080.78,180,4592.2
2020,4,5,IN,R012,Big Bazaar,B005,Knits Cool,224,11802.98,119,5955.37
2020,11,11,PL,R001,Walmart,B054,Spy Gear,565,35332.56,463,24304.2
2020,7,6,AU,R028,IGA,B059,Black Adam Movie,342,18391.71,206,9573.53
2020,2,7,MX,R001,Walmart,B047,Air Hogs,507,11441.62,312,6132.63
2020,10,2,AT,R002,Amazon,B061,Monster Jam,237,6596.87,89,2676.6
2020,12,10,MX,R001,Walmart,B011,Orbeez,545,33349.75,193,12028.03
2020,2,5,AU,R028,IGA,B053,Minecraft,325,22911.88,253,17032.25
2020,6,4,PT,R001,Walmart,B024,Hatchimals,467,21637.64,366,16375.33
2020,12,11,AA,R002,Amazon,B066,GUND,300,17052.19,184,8741.98
2020,8,4,CN,R001,Walmart,B008,Kinetic Sand,510,9231.4,239,4662.26
2020,3,7,CZ,R002,Amazon,B003,Craft Cool,305,17942.85,294,18277.84
2020,2,12,AA,R002,Amazon,B004,Cool Maker,308,19266.34,148,8756.93
2020,5,3,AT,R001,Walmart,B007,Kinetic Rock,563,22842.96,551,22257.23
2020,10,13,SK,R001,Walmart,B005,Knits Cool,533,16125.19,285,7472.67
2020,5,11,PL,R001,Walmart,B064,TMNT,572,22637.08,615,23890.88
2020,11,3,RO,R002,Amazon,B056,Batman,325,15719.57,193,10128.56
2020,12,3,FR,R001,Walmart,B044,Hedbanz,530,12322.5,461,10134.21
2020,10,5,US,R005,Best Buy,B009,Meccano,230,17005.17,199,13399.18
2020,9,12,AU,R002,Amazon,B050,Bakugan,215,12761.41,159,8071.99
2020,8,9,AT,R002,Amazon,B045,Rubiks,139,7031.67,93,4986.49
2020,6,2,AA,R002,Amazon,B066,GUND,269,9763.41,292,9824.4
2020,2,9,AT,R001,Walmart,B034,Dora the Explorer,557,40553.43,271,17378.26
2020,6,7,CH,R001,Walmart,B049,Tech Deck,539,23893.52,342,14415.75
2020,5,10,AA,R002,Amazon,B064,TMNT,161,4467.59,155,4641.52
2020,1,6,MX,R001,Walmart,B058,DC Universe,524,23861.23,218,9868.16
2020,2,1,NL,R002,Amazon,B056,Batman,324,10107.79,342,9881.28
2020,11,13,FR,R002,Amazon,B016,Purse Pets,314,12163.9,118,4174.03
2020,3,6,WE,R001,Walmart,B073,Redakai,546,28062.84,518,28037.16
2020,6,13,PL,R002,Amazon,B052,Ionix Pokemon,276,13059.27,201,9343.95
2020,5,3,AU,R027,Coles,B020,Magic Blanket Babies,310,11757.23,109,4061.2
2020,3,13,IN,R014,Spencer,B041,Kids Puzzles,302,18156.4,117,5641.83
2020,8,7,WE,R001,Walmart,B076,Flash,402,9391.54,387,8549.78
2020,2,1,RO,R002,Amazon,B045,Rubiks,195,8106.56,104,4365.56
2020,1,11,IT,R002,Amazon,B065,Teen Titans Go,234,15509.64,148,10142.5
2020,12,8,MX,R001,Walmart,B050,Bakugan,471,33503.23,300,23307.01
2020,10,5,UK,R010,Waitrose,B065,Teen Titans Go,289,5866.53,161,3262.12
2020,9,5,ES,R001,Walmart,B030,Paw Value Channel,529,13714.94,439,10729.79
2020,2,10,CZ,R001,Walmart,B003,Craft Cool,581,38442.93,187,11040.41
2020,4,9,NL,R001,Walmart,B067,Gund License Train Dragon,460,27396.16,401,22727.32
2020,1,5,PL,R002,Amazon,B045,Rubiks,332,5953.45,347,5218.67
2020,7,2,RO,R002,Amazon,B050,Bakugan,247,13693.87,77,4228.72
2020,10,1,BE,R001,Walmart,B074,Super Dinosaur,495,32488.76,436,24755.93
2020,12,1,AT,R001,Walmart,B075,Ionix Dragons,540,16962.15,497,16018.94
2020,11,11,AT,R002,Amazon,B041,Kids Puzzles,172,7612.43,160,6125.53
2020,2,12,CH,R002,Amazon,B042,Board Games,173,10736.84,98,5812.54
2020,8,6,AA,R002,Amazon,B035,GabbysDollhouseValue,262,11215.17,109,4366.45
2020,12,9,ES,R002,Amazon,B064,TMNT,180,6484.12,57,1802.19
2020,5,6,WE,R002,Amazon,B021,Whiffies,271,19795.56,89,6720.24
2020,8,8,CZ,R002,Amazon,B021,Whiffies,322,6483.98,183,3794.8
2020,7,9,CZ,R001,Walmart,B074,Super Dinosaur,478,28311.04,549,29050.76
2020,12,2,AT,R002,Amazon,B062,SONY PLAYSTATION,269,8248.35,238,7409.54
2020,7,11,MX,R002,Amazon,B028,Rusty Rivets,307,12308.98,359,12316.64
2020,8,3,IN,R001,Walmart,B070,Gund Baby,516,10732.5,172,3059.02
2020,8,4,CN,R002,Amazon,B055,Angry Birds,264,8255.0,247,8222.78
2020,1,13,RO,R001,Walmart,B040,Adult Puzzles,571,41286.29,372,26489.61
2020,1,6,IT,R001,Walmart,B003,Craft Cool,480,28150.53,545,28409.17
2020,1,1,SK,R001,Walmart,B026,Crystal Dragons,528,34369.16,513,27020.85
2020,10,8,PL,R002,Amazon,B037,Marbles,177,3718.6,172,3100.82
2020,2,8,WE,R002,Amazon,B056,Batman,94,4729.86,91,4964.0
2020,6,11,CH,R001,Walmart,B043,Big Potato Games,587,28546.85,189,8935.27
2020,9,6,CH,R001,Walmart,B005,Knits Cool,443,31759.74,307,22938.33
2020,5,8,AA,R002,Amazon,B019,Furprize,112,6626.59,106,5233.41
2020,8,5,CZ,R002,Amazon,B005,Knits Cool,193,3907.33,172,3143.7
2020,5,8,CZ,R002,Amazon,B031,Paw Patrol,260,14017.2,138,7457.81
2020,5,4,ES,R002,Amazon,B072,Gund License Paw Patrol,227,3618.32,170,2298.24
2020,5,2,DE,R015,Aldi,B021,Whiffies,245,15148.39,241,12435.31
2020,10,11,MX,R001,Walmart,B066,GUND,591,10733.98,503,7342.09
2020,10,5,SK,R002,Amazon,B007,Kinetic Rock,211,9326.82,160,6667.92
2020,1,9,AU,R028,IGA,B052,Ionix Pokemon,398,16505.96,189,6664.22
2020,1,4,CA,R002,Amazon,B067,Gund License Train Dragon,204,7596.15,172,6945.0
2020,11,4,AU,R026,Woolworths AU,B036,Gabbys Dollhouse,304,17198.35,195,11496.86
2020,10,10,CZ,R001,Walmart,B070,Gund Baby,482,28592.84,201,10775.47
2020,4,7,RO,R002,Amazon,B001,Art,212,11501.67,220,11700.82
2020,8,6,SK,R002,Amazon,B074,Super Dinosaur,184,8995.03,137,7278.02
2020,7,4,BE,R001,Walmart,B061,Monster Jam,428,20411.88,163,8237.87
2020,3,5,BE,R002,Amazon,B034,Dora the Explorer,290,13645.87,322,12597.18
2020,4,8,CZ,R002,Amazon,B034,Dora the Explorer,224,12390.56,246,14001.85
2020,4,13,MX,R002,Amazon,B061,Monster Jam,273,8545.76,111,3392.45
2020,7,8,MX,R001,Walmart,B003,Craft Cool,411,25249.78,176,9814.74
2020,5,1,AU,R027,Coles,B057,Ben 10,180,6872.22,118,3653.05
2020,10,1,PT,R001,Walmart,B040,Adult Puzzles,479,15019.87,279,8316.67
2020,6,3,CN,R001,Walmart,B055,Angry Birds,521,19528.7,467,14583.9
2020,7,13,IN,R014,Spencer,B012,Paw Patrol Activity,219,10728.86,88,3549.68
2020,10,10,US,R001,Walmart,B025,Popples,459,20441.06,422,17359.82
2020,11,12,AA,R001,Walmart,B039,Cardinal Games,494,19896.72,217,8589.85
2020,8,11,PL,R002,Amazon,B011,Orbeez,273,7341.44,252,7083.1
2020,8,2,IN,R001,Walmart,B019,Furprize,536,16293.1,166,4834.04
2020,2,6,AU,R001,Walmart,B002,Text Cool,554,26767.46,297,14288.95
2020,1,2,WE,R002,Amazon,B065,Teen Titans Go,227,13239.04,200,10430.82
2020,1,3,MX,R001,Walmart,B011,Orbeez,510,12755.75,174,4743.71
2020,4,6,IN,R012,Big Bazaar,B040,Adult Puzzles,191,10736.66,189,10336.25
2020,5,10,BE,R002,Amazon,B012,Paw Patrol Activity,194,12820.15,142,10111.02
2020,2,9,PL,R001,Walmart,B022,Zoobles,464,26210.07,354,16663.18
2020,10,10,AA,R001,Walmart,B001,Art,473,18752.9,204,8509.86
2020,1,6,IT,R002,Amazon,B076,Flash,287,15068.77,124,5653.92
2020,9,2,RO,R001,Walmart,B065,Teen Titans Go,516,28430.87,508,22986.15
2020,9,1,CZ,R002,Amazon,B063,Star Wars,284,13120.55,113,5035.74
2020,6,1,PL,R001,Walmart,B043,Big Potato Games,443,19240.02,239,8334.28
2020,12,12,IT,R001,Walmart,B067,Gund License Train Dragon,443,29133.77,302,20837.55
2020,1,13,CN,R002,Amazon,B024,Hatchimals,263,12039.0,264,11024.29
2020,9,6,PL,R002,Amazon,B062,SONY PLAYSTATION,276,13772.08,261,12380.13
2020,8,13,BE,R001,Walmart,B023,DigiBird,461,27807.72,411,25468.06
2020,6,8,RO,R002,Amazon,B057,Ben 10,255,6526.55,88,1910.91
2020,11,4,ES,R001,Walmart,B007,Kinetic Rock,549,29515.41,224,11384.65
2020,2,2,AU,R028,IGA,B065,Teen Titans Go,261,9228.87,284,9141.8
2020,10,12,PL,R001,Walmart,B061,Monster Jam,532,15588.3,251,6115.94
2020,10,13,PL,R002,Amazon,B036,Gabbys Dollhouse,346,16523.71,314,14766.6
2020,11,12,SK,R001,Walmart,B060,Monster Trucks,535,36050.66,440,27986.06
2020,12,6,PT,R002,Amazon,B067,Gund License Train Dragon,237,5355.97,265,6109.71
2020,4,12,DE,R015,Aldi,B001,Art,247,7363.59,164,5172.01
2020,8,3,CA,R023,Loblaws,B017,BITZEE,293,19163.4,117,7195.29
2020,4,2,PT,R002,Amazon,B040,Adult Puzzles,295,6990.36,270,5463.52
2020,11,3,CN,R001,Walmart,B074,Super Dinosaur,484,31807.98,529,34967.76
2020,11,10,ES,R001,Walmart,B069,Gund License Vida the Vet,561,37426.54,205,12406.7
2020,1,2,BE,R002,Amazon,B040,Adult Puzzles,260,8847.57,136,4094.5
2020,9,5,CH,R001,Walmart,B055,Angry Birds,493,36227.6,465,27350.34
2020,3,13,BE,R002,Amazon,B047,Air Hogs,208,4805.34,228,4302.07
2020,12,9,IT,R001,Walmart,B023,DigiBird,490,18965.55,288,9866.64
2020,9,13,AA,R002,Amazon,B038,Party Other Games,248,5004.43,257,4915.33
2020,2,9,IN,R014,Spencer,B015,Masha & The Bear,285,18859.36,231,13438.03
2020,12,10,PT,R001,Walmart,B043,Big Potato Games,529,23389.46,582,21755.97
2020,4,5,AT,R002,Amazon,B027,Mighty Express,167,3642.01,81,1689.88
2020,10,8,RO,R001,Walmart,B049,Tech Deck,461,28352.72,345,17288.61
2020,8,12,CA,R002,Amazon,B068,Gund License Pusheen,210,11443.35,192,10180.66
2020,2,7,CN,R001,Walmart,B002,Text Cool,533,11441.0,416,9063.61
2020,9,1,AT,R001,Walmart,B047,Air Hogs,533,23989.22,599,27266.36
2020,10,1,CA,R002,Amazon,B050,Bakugan,336,24043.08,178,13078.12
2020,6,3,CN,R002,Amazon,B038,Party Other Games,197,12391.0,125,8596.82
2020,3,12,RO,R001,Walmart,B009,Meccano,492,7484.52,509,8421.67
2020,12,8,IN,R013,DMart,B053,Minecraft,371,26731.53,171,10891.14
2020,10,12,IT,R002,Amazon,B070,Gund Baby,284,12809.37,136,6608.48
2020,9,8,CN,R001,Walmart,B060,Monster Trucks,485,22378.42,199,8224.28
2020,3,11,PT,R001,Walmart,B006,Etch A Sketch,630,27515.6,522,18391.74
2020,3,2,PL,R001,Walmart,B059,Black Adam Movie,525,14972.61,601,16362.41
2020,11,13,IT,R001,Walmart,B018,Cheeky Chonks,540,15495.02,289,8531.11
2020,5,4,AA,R001,Walmart,B042,Board Games,547,12399.94,373,8382.89
2020,10,8,CA,R001,Walmart,B036,Gabbys Dollhouse,434,22468.34,161,6811.01
2020,8,10,MX,R002,Amazon,B065,Teen Titans Go,310,21661.77,149,9242.95
2020,2,11,PL,R002,Amazon,B039,Cardinal Games,307,9791.41,283,8181.69
2020,4,7,AA,R002,Amazon,B023,DigiBird,223,13628.07,208,10693.7
2020,11,2,PT,R002,Amazon,B028,Rusty Rivets,141,3546.94,73,1776.47
2020,10,12,WE,R002,Amazon,B074,Super Dinosaur,241,17598.21,272,17877.35
2020,12,9,RO,R002,Amazon,B020,Magic Blanket Babies,187,10094.15,120,6624.24
2020,5,1,ES,R002,Amazon,B032,Vida the Vet,307,7071.09,176,4404.88
2020,9,2,WE,R002,Amazon,B015,Masha & The Bear,335,24645.81,299,19264.29
2020,3,7,BE,R001,Walmart,B056,Batman,411,20542.26,324,13137.79
2020,1,9,IT,R002,Amazon,B060,Monster Trucks,199,5903.2,237,5968.58
2020,11,1,DE,R001,Walmart,B009,Meccano,545,24926.97,510,22735.91
2020,4,11,CZ,R002,Amazon,B073,Redakai,197,14428.96,85,6322.63
2020,4,8,MX,R002,Amazon,B075,Ionix Dragons,269,5055.19,201,3363.86
2020,10,3,CH,R002,Amazon,B037,Marbles,277,10939.28,213,7378.8
2020,11,13,CH,R002,Amazon,B035,GabbysDollhouseValue,286,17568.08,184,10172.31
2020,3,5,RO,R002,Amazon,B029,Paw Patrol Construction,203,9780.29,218,10578.12
2020,3,10,AA,R002,Amazon,B011,Orbeez,236,6450.04,130,3301.88
2020,1,6,BE,R002,Amazon,B038,Party Other Games,239,9833.61,209,8114.07
2020,6,11,UK,R010,Waitrose,B008,Kinetic Sand,243,5070.77,210,4349.49
2020,3,7,NL,R001,Walmart,B072,Gund License Paw Patrol,525,39219.23,500,37031.39
2020,9,4,ES,R001,Walmart,B070,Gund Baby,566,27177.2,423,19373.15
2020,4,9,IT,R002,Amazon,B069,Gund License Vida the Vet,289,4438.97,231,3637.88
2020,1,8,AA,R001,Walmart,B053,Minecraft,547,21795.38,294,9514.21
2020,6,7,CN,R002,Amazon,B055,Angry Birds,212,14936.5,94,6776.74
2020,8,3,IT,R002,Amazon,B059,Black Adam Movie,236,8948.98,214,6936.82
2020,5,2,RO,R002,Amazon,B050,Bakugan,305,8588.46,320,9780.11
2020,5,1,DE,R001,Walmart,B037,Marbles,509,7935.72,265,3890.19
2020,3,6,CA,R001,Walmart,B004,Cool Maker,556,32089.25,251,11634.22
2020,4,4,BE,R002,Amazon,B004,Cool Maker,171,8610.81,104,4644.48
2020,8,3,IN,R002,Amazon,B055,Angry Birds,307,15679.81,247,12268.35
2020,1,12,UK,R007,Tesco,B028,Rusty Rivets,278,14845.5,147,7687.98
2020,1,9,DE,R017,Edeka,B076,Flash,349,14255.73,191,7035.56
2020,12,7,CA,R023,Loblaws,B045,Rubiks,221,14560.84,86,5216.56
2020,2,9,CH,R002,Amazon,B025,Popples,216,4365.87,120,2497.94
2020,5,4,AT,R002,Amazon,B005,Knits Cool,223,7566.03,177,5903.39
2020,3,6,FR,R002,Amazon,B057,Ben 10,361,18436.31,223,11001.7
2020,5,3,IN,R012,Big Bazaar,B001,Art,184,5145.95,218,6239.03
2020,11,10,BE,R002,Amazon,B002,Text Cool,174,5697.95,113,4007.56
2020,10,9,UK,R002,Amazon,B064,TMNT,124,4121.42,144,4694.47
2020,10,2,UK,R001,Walmart,B051,Dragamonz,475,29027.58,241,13565.71
2020,10,2,NL,R002,Amazon,B038,Party Other Games,258,5586.53,255,4449.23
2020,12,12,RO,R002,Amazon,B008,Kinetic Sand,316,12052.53,157,6119.28
2020,12,7,CN,R002,Amazon,B013,Aqua Dots,232,12302.33,172,9586.81
