year,month,week,region,shipment_type,retailer_code,retailer_name,brand_code,brand,shp_units,shp_amount
2020,4,17,PL,DOM,R001,Walmart,B011,Orbeez,469,27603.73
2020,1,13,CZ,FOB,R002,Amazon,B005,Knits Cool,253,4854.9
2020,5,10,AA,DOM,R001,Walmart,B027,Mighty Express,466,11895.21
2020,11,11,SK,FOB,R001,Walmart,B010,MoonLite,473,6491.01
2020,7,23,SK,DOM,R002,Amazon,B041,Kids Puzzles,265,14081.02
2020,9,17,ES,FOB,R001,Walmart,B076,Flash,462,12802.78
2020,7,11,PL,FOB,R001,Walmart,B040,Adult Puzzles,518,35892.87
2020,12,11,WE,DOM,R001,Walmart,B066,GUND,469,17413.55
2020,12,23,CZ,FOB,R002,Amazon,B058,DC Universe,232,10362.0
2020,12,23,AA,FOB,R001,Walmart,B062,SONY PLAYSTATION,471,20381.86
2020,6,19,WE,DOM,R002,Amazon,B019,Furprize,240,11313.75
2020,8,11,RO,FOB,R001,Walmart,B019,Furprize,458,19372.47
2020,6,14,WE,DOM,R001,Walmart,B031,Paw Patrol,491,28441.22
2020,11,10,CH,DOM,R001,Walmart,B058,DC Universe,497,32414.39
2020,4,11,AU,FOB,R028,IGA,B018,Cheeky Chonks,329,13029.86
2020,7,17,RO,FOB,R002,Amazon,B072,Gund License Paw Patrol,253,10267.08
2020,7,16,DE,DOM,R017,Edeka,B074,Super Dinosaur,326,19250.11
2020,1,11,AA,FOB,R002,Amazon,B058,DC Universe,233,3894.54
2020,9,11,CN,FOB,R002,Amazon,B052,Ionix Pokemon,198,3745.45
2020,7,14,ES,DOM,R002,Amazon,B056,Batman,251,15625.48
2020,10,22,FR,FOB,R002,Amazon,B062,SONY PLAYSTATION,228,9132.53
2020,3,14,CN,DOM,R001,Walmart,B065,Teen Titans Go,477,18791.89
2020,10,24,IN,DOM,R014,Spencer,B029,Paw Patrol Construction,210,3320.29
2020,4,13,SK,FOB,R002,Amazon,B074,Super Dinosaur,282,8137.58
2020,12,16,AU,FOB,R028,IGA,B075,Ionix Dragons,258,15639.84
2020,3,12,CH,DOM,R001,Walmart,B037,Marbles,515,11471.26
2020,3,25,WE,DOM,R001,Walmart,B050,Bakugan,420,26755.44
2020,2,23,UK,FOB,R009,Asda,B023,DigiBird,263,16783.47
2020,10,18,FR,FOB,R002,Amazon,B053,Minecraft,250,3163.42
2020,2,14,IN,FOB,R001,Walmart,B069,Gund License Vida the Vet,464,15798.2
2020,1,10,CH,FOB,R002,Amazon,B076,Flash,232,11282.25
2020,11,25,PL,DOM,R001,Walmart,B035,GabbysDollhouseValue,507,21318.44
2020,8,18,PT,DOM,R001,Walmart,B019,Furprize,516,8286.25
2020,9,21,RO,DOM,R002,Amazon,B015,Masha & The Bear,199,5490.11
2020,11,16,IT,FOB,R001,Walmart,B057,Ben 10,401,25550.85
2020,2,25,IN,FOB,R012,Big Bazaar,B005,Knits Cool,322,20419.47
2020,11,10,CN,FOB,R001,Walmart,B029,Paw Patrol Construction,477,20117.49
2020,1,20,CA,DOM,R001,Walmart,B057,Ben 10,499,24275.4
2020,9,13,CN,FOB,R001,Walmart,B040,Adult Puzzles,508,35483.25
2020,12,14,AT,FOB,R001,Walmart,B027,Mighty Express,514,33133.67
2020,7,25,CA,FOB,R023,Loblaws,B068,Gund License Pusheen,289,8128.09
2020,9,19,CN,FOB,R001,Walmart,B068,Gund License Pusheen,610,32990.62
2020,6,13,CZ,FOB,R001,Walmart,B037,Marbles,475,17494.41
2020,8,18,FR,FOB,R002,Amazon,B067,Gund License Train Dragon,218,11954.61
2020,9,25,AA,DOM,R002,Amazon,B065,Teen Titans Go,235,16299.17
2020,3,22,CA,DOM,R025,Sobeys,B059,Black Adam Movie,308,12989.96
2020,10,24,WE,FOB,R002,Amazon,B041,Kids Puzzles,284,8087.07
2020,4,11,CH,FOB,R002,Amazon,B069,Gund License Vida the Vet,243,14094.52
2020,12,13,AA,DOM,R002,Amazon,B036,Gabbys Dollhouse,232,5039.35
2020,2,14,WE,DOM,R002,Amazon,B055,Angry Birds,283,10021.0
2020,3,23,AA,FOB,R001,Walmart,B039,Cardinal Games,508,22298.39
2020,11,18,SK,DOM,R001,Walmart,B021,Whiffies,456,23020.75
2020,5,14,WE,DOM,R001,Walmart,B036,Gabbys Dollhouse,587,27551.87
2020,11,25,CA,DOM,R025,Sobeys,B033,Firebuds,282,15511.31
2020,12,14,AA,DOM,R001,Walmart,B055,Angry Birds,491,18308.52
2020,10,15,NL,FOB,R002,Amazon,B008,Kinetic Sand,235,12054.52
2020,3,25,MX,FOB,R002,Amazon,B074,Super Dinosaur,251,3448.92
2020,8,19,AU,DOM,R028,IGA,B034,Dora the Explorer,231,13957.9
2020,4,10,CA,FOB,R001,Walmart,B052,Ionix Pokemon,546,19294.79
2020,12,21,DE,DOM,R018,Rewe,B050,Bakugan,352,13122.71
2020,2,11,CA,DOM,R024,Metro,B068,Gund License Pusheen,246,11125.52
2020,1,12,US,FOB,R005,Best Buy,B025,Popples,213,5901.15
2020,7,13,IT,DOM,R001,Walmart,B045,Rubiks,500,23548.27
2020,5,21,PL,DOM,R001,Walmart,B050,Bakugan,477,9111.32
2020,11,20,CZ,DOM,R001,Walmart,B036,Gabbys Dollhouse,491,26759.15
2020,2,25,CZ,DOM,R001,Walmart,B049,Tech Deck,515,34096.85
2020,1,17,FR,FOB,R001,Walmart,B003,Craft Cool,533,15084.05
2020,2,11,US,FOB,R001,Walmart,B069,Gund License Vida the Vet,522,13207.53
2020,3,21,NL,FOB,R002,Amazon,B003,Craft Cool,275,3323.75
2020,8,10,SK,DOM,R002,Amazon,B002,Text Cool,248,11108.44
2020,3,22,AA,FOB,R002,Amazon,B049,Tech Deck,225,12016.34
2020,11,13,NL,DOM,R001,Walmart,B017,BITZEE,556,22357.29
2020,9,12,UK,DOM,R009,Asda,B071,Gund License Disney,231,6493.2
2020,10,23,UK,FOB,R009,Asda,B051,Dragamonz,270,16456.69
2020,4,22,PT,DOM,R002,Amazon,B032,Vida the Vet,308,18186.77
2020,6,25,IN,DOM,R001,Walmart,B031,Paw Patrol,533,35309.07
2020,2,17,AT,FOB,R002,Amazon,B025,Popples,260,17572.15
2020,9,10,IT,FOB,R001,Walmart,B064,TMNT,478,32968.43
2020,4,16,CA,FOB,R024,Metro,B069,Gund License Vida the Vet,400,21939.44
2020,6,19,AA,FOB,R002,Amazon,B070,Gund Baby,311,10758.13
2020,6,15,DE,DOM,R017,Edeka,B051,Dragamonz,276,11742.04
2020,4,11,US,DOM,R002,Amazon,B046,Puzz4D Brand,297,6987.3
2020,7,18,RO,DOM,R002,Amazon,B058,DC Universe,224,8232.69
2020,2,18,CH,DOM,R002,Amazon,B043,Big Potato Games,320,11444.66
2020,7,10,ES,FOB,R002,Amazon,B019,Furprize,215,8996.98
2020,4,21,RO,FOB,R001,Walmart,B036,Gabbys Dollhouse,579,7331.87
2020,5,14,FR,FOB,R001,Walmart,B011,Orbeez,434,26838.85
2020,1,24,WE,DOM,R002,Amazon,B060,Monster Trucks,254,12579.24
2020,1,18,NL,FOB,R002,Amazon,B068,Gund License Pusheen,252,4659.7
2020,2,23,SK,DOM,R002,Amazon,B076,Flash,348,8606.37
2020,1,12,CN,DOM,R002,Amazon,B036,Gabbys Dollhouse,229,9198.34
2020,3,11,UK,FOB,R008,Sainsbury,B042,Board Games,250,16401.71
2020,12,22,RO,FOB,R002,Amazon,B066,GUND,258,3133.53
2020,6,11,IT,FOB,R002,Amazon,B008,Kinetic Sand,281,14116.37
2020,7,17,AT,DOM,R001,Walmart,B069,Gund License Vida the Vet,494,26185.32
2020,10,21,CA,DOM,R002,Amazon,B046,Puzz4D Brand,241,10726.75
2020,5,15,IN,DOM,R011,Reliance Retail,B036,Gabbys Dollhouse,163,10686.92
2020,12,11,RO,FOB,R001,Walmart,B018,Cheeky Chonks,526,23506.79
2020,8,11,AT,DOM,R002,Amazon,B035,GabbysDollhouseValue,196,3995.43
2020,11,20,CA,DOM,R025,Sobeys,B003,Craft Cool,267,11520.6
2020,11,15,CH,FOB,R001,Walmart,B055,Angry Birds,535,28787.58
2020,10,24,UK,DOM,R010,Waitrose,B002,Text Cool,287,5980.51
2020,6,24,AA,DOM,R001,Walmart,B004,Cool Maker,542,31595.93
2020,9,18,BE,FOB,R001,Walmart,B010,MoonLite,503,24240.23
2020,5,11,IN,FOB,R002,Amazon,B044,Hedbanz,267,12683.93
2020,5,25,CH,DOM,R001,Walmart,B007,Kinetic Rock,440,28740.43
2020,9,14,CN,FOB,R002,Amazon,B059,Black Adam Movie,297,19432.13
2020,1,25,MX,DOM,R001,Walmart,B013,Aqua Dots,504,15144.52
2020,11,16,FR,DOM,R001,Walmart,B051,Dragamonz,488,30403.13
2020,10,19,CH,DOM,R001,Walmart,B018,Cheeky Chonks,486,28567.27
2020,11,17,CA,DOM,R001,Walmart,B064,TMNT,531,24940.09
2020,6,13,RO,DOM,R002,Amazon,B064,TMNT,224,9630.6
2020,7,20,PL,FOB,R001,Walmart,B026,Crystal Dragons,529,30410.29
2020,2,10,US,DOM,R003,Costco,B054,Spy Gear,210,9387.93
2020,10,23,PL,DOM,R001,Walmart,B004,Cool Maker,395,12476.25
2020,7,14,SK,DOM,R002,Amazon,B026,Crystal Dragons,197,8528.39
2020,10,14,UK,DOM,R001,Walmart,B039,Cardinal Games,566,31654.27
2020,3,20,IT,FOB,R002,Amazon,B070,Gund Baby,199,12087.96
2020,5,14,MX,FOB,R001,Walmart,B024,Hatchimals,459,29140.07
2020,4,20,SK,DOM,R002,Amazon,B012,Paw Patrol Activity,259,10215.23
2020,11,18,IT,FOB,R002,Amazon,B014,PixOs,315,6517.82
2020,4,19,NL,FOB,R001,Walmart,B005,Knits Cool,557,37608.26
2020,11,15,MX,DOM,R001,Walmart,B051,Dragamonz,431,19429.95
2020,9,13,PT,FOB,R002,Amazon,B002,Text Cool,259,9209.65
2020,10,16,DE,FOB,R017,Edeka,B026,Crystal Dragons,289,15337.42
2020,12,19,CN,DOM,R001,Walmart,B039,Cardinal Games,486,31612.05
2020,11,15,CZ,DOM,R002,Amazon,B024,Hatchimals,234,5052.36
2020,1,19,NL,FOB,R002,Amazon,B008,Kinetic Sand,240,15446.91
2020,12,25,UK,FOB,R002,Amazon,B032,Vida the Vet,264,4517.33
2020,11,10,PT,DOM,R002,Amazon,B003,Craft Cool,239,3234.47
2020,12,21,NL,DOM,R001,Walmart,B065,Teen Titans Go,520,23445.41
2020,8,19,UK,FOB,R001,Walmart,B049,Tech Deck,497,12267.68
2020,9,16,IT,DOM,R002,Amazon,B063,Star Wars,211,5022.89
2020,10,17,NL,DOM,R001,Walmart,B043,Big Potato Games,505,11864.82
2020,11,17,WE,FOB,R001,Walmart,B051,Dragamonz,498,14456.01
2020,1,11,FR,FOB,R002,Amazon,B055,Angry Birds,226,11278.06
2020,8,12,UK,FOB,R007,Tesco,B026,Crystal Dragons,214,5337.1
2020,3,10,RO,FOB,R002,Amazon,B033,Firebuds,211,14404.03
2020,6,15,US,DOM,R002,Amazon,B030,Paw Value Channel,290,4943.18
2020,9,12,ES,FOB,R001,Walmart,B052,Ionix Pokemon,511,9147.24
2020,3,17,CA,DOM,R025,Sobeys,B019,Furprize,318,8973.68
2020,6,16,UK,FOB,R002,Amazon,B061,Monster Jam,180,6027.21
2020,3,13,IN,DOM,R011,Reliance Retail,B028,Rusty Rivets,270,4424.18
2020,2,10,AA,FOB,R002,Amazon,B050,Bakugan,327,12908.89
2020,10,20,US,FOB,R006,Walgreens,B035,GabbysDollhouseValue,210,13045.88
2020,10,21,SK,DOM,R002,Amazon,B059,Black Adam Movie,215,12643.25
2020,7,10,MX,DOM,R002,Amazon,B069,Gund License Vida the Vet,208,3636.81
2020,2,12,CZ,FOB,R001,Walmart,B003,Craft Cool,465,21616.42
2020,12,24,IT,FOB,R002,Amazon,B044,Hedbanz,266,13299.72
2020,1,16,BE,FOB,R001,Walmart,B050,Bakugan,551,9230.09
2020,7,13,AA,DOM,R001,Walmart,B045,Rubiks,492,30680.81
2020,3,22,CA,FOB,R024,Metro,B003,Craft Cool,232,4563.89
2020,1,13,DE,FOB,R018,Rewe,B039,Cardinal Games,207,8416.48
2020,11,10,CN,DOM,R002,Amazon,B014,PixOs,307,15652.46
2020,1,20,FR,DOM,R002,Amazon,B066,GUND,179,5395.22
2020,7,24,CH,DOM,R002,Amazon,B058,DC Universe,229,4328.47
2020,9,16,AT,DOM,R002,Amazon,B068,Gund License Pusheen,230,7100.39
2020,3,22,IN,DOM,R011,Reliance Retail,B059,Black Adam Movie,297,13512.45
2020,12,25,FR,DOM,R001,Walmart,B061,Monster Jam,548,11292.05
2020,5,12,PL,DOM,R002,Amazon,B030,Paw Value Channel,267,16642.47
2020,4,24,AU,DOM,R026,Woolworths AU,B045,Rubiks,260,7120.51
2020,4,15,BE,FOB,R001,Walmart,B050,Bakugan,440,27353.08
2020,3,15,UK,DOM,R007,Tesco,B043,Big Potato Games,226,13070.57
2020,3,10,AA,FOB,R001,Walmart,B008,Kinetic Sand,493,19885.83
2020,4,25,UK,FOB,R001,Walmart,B067,Gund License Train Dragon,505,9858.18
2020,8,15,AU,FOB,R026,Woolworths AU,B003,Craft Cool,268,14983.68
2020,6,23,NL,FOB,R001,Walmart,B030,Paw Value Channel,535,30291.54
2020,12,16,IT,DOM,R002,Amazon,B048,HEX,253,14633.75
2020,8,25,PT,FOB,R002,Amazon,B045,Rubiks,334,15943.6
2020,3,21,FR,FOB,R001,Walmart,B051,Dragamonz,497,29141.54
2020,8,17,MX,FOB,R002,Amazon,B054,Spy Gear,225,15724.54
2020,8,13,IN,FOB,R013,DMart,B001,Art,217,8023.98
2020,6,17,IT,DOM,R002,Amazon,B019,Furprize,271,15797.91
2020,3,16,AU,FOB,R028,IGA,B072,Gund License Paw Patrol,337,5288.05
2020,10,23,IN,FOB,R011,Reliance Retail,B006,Etch A Sketch,201,4862.38
2020,8,11,WE,DOM,R001,Walmart,B067,Gund License Train Dragon,515,25024.74
2020,2,18,US,DOM,R006,Walgreens,B047,Air Hogs,245,3317.39
2020,8,14,IT,DOM,R002,Amazon,B013,Aqua Dots,250,4938.64
2020,8,23,AU,DOM,R026,Woolworths AU,B023,DigiBird,326,10227.28
2020,11,20,AA,FOB,R002,Amazon,B018,Cheeky Chonks,301,6723.17
2020,1,21,CA,FOB,R024,Metro,B036,Gabbys Dollhouse,310,17550.07
2020,12,13,IN,FOB,R012,Big Bazaar,B066,GUND,238,4190.01
2020,6,24,CZ,DOM,R001,Walmart,B003,Craft Cool,513,33824.79
2020,9,15,CZ,FOB,R001,Walmart,B034,Dora the Explorer,496,10050.17
2020,2,15,CZ,FOB,R001,Walmart,B065,Teen Titans Go,517,29469.91
2020,8,24,MX,DOM,R002,Amazon,B026,Crystal Dragons,233,8142.09
2020,1,18,WE,DOM,R001,Walmart,B027,Mighty Express,534,10829.52
2020,10,14,DE,FOB,R002,Amazon,B039,Cardinal Games,195,7603.82
2020,3,23,CN,FOB,R002,Amazon,B066,GUND,249,13421.08
2020,11,23,PT,DOM,R001,Walmart,B075,Ionix Dragons,551,23650.69
2020,7,14,PL,FOB,R002,Amazon,B044,Hedbanz,246,6024.12
2020,1,16,CH,FOB,R002,Amazon,B027,Mighty Express,224,3072.85
2020,10,23,PT,FOB,R001,Walmart,B075,Ionix Dragons,537,27271.19
2020,1,12,MX,DOM,R002,Amazon,B044,Hedbanz,289,7459.9
2020,11,17,UK,DOM,R010,Waitrose,B019,Furprize,237,15473.85
2020,10,15,WE,DOM,R002,Amazon,B064,TMNT,267,11736.05
2020,12,11,AA,DOM,R001,Walmart,B043,Big Potato Games,499,19315.53
2020,9,13,WE,FOB,R002,Amazon,B026,Crystal Dragons,250,4790.95
2020,12,12,AA,FOB,R002,Amazon,B031,Paw Patrol,258,15298.21
2020,3,14,NL,DOM,R001,Walmart,B007,Kinetic Rock,402,14689.69
2020,12,20,AT,FOB,R001,Walmart,B042,Board Games,506,25379.8
2020,11,13,IT,FOB,R001,Walmart,B021,Whiffies,522,10178.71
2020,8,15,CH,FOB,R002,Amazon,B035,GabbysDollhouseValue,258,5937.55
2020,5,17,FR,DOM,R002,Amazon,B048,HEX,253,8427.77
2020,3,20,DE,DOM,R001,Walmart,B073,Redakai,521,26055.13
2020,6,21,PL,DOM,R002,Amazon,B034,Dora the Explorer,288,5063.75
2020,5,10,AA,FOB,R001,Walmart,B063,Star Wars,479,18058.47
2020,3,17,DE,FOB,R017,Edeka,B030,Paw Value Channel,329,7964.62
2020,8,10,DE,FOB,R018,Rewe,B012,Paw Patrol Activity,282,5549.71
2020,10,17,DE,FOB,R001,Walmart,B027,Mighty Express,490,24994.41
2020,12,22,SK,FOB,R002,Amazon,B040,Adult Puzzles,206,7729.66
2020,10,24,BE,FOB,R002,Amazon,B064,TMNT,152,6529.91
2020,2,17,IN,DOM,R014,Spencer,B026,Crystal Dragons,224,14443.46
2020,3,14,FR,DOM,R002,Amazon,B062,SONY PLAYSTATION,227,12973.63
2020,11,23,NL,FOB,R002,Amazon,B061,Monster Jam,282,14199.06
2020,12,20,BE,DOM,R001,Walmart,B025,Popples,510,7603.33
2020,4,25,RO,DOM,R002,Amazon,B001,Art,254,9373.09
2020,3,25,CN,FOB,R001,Walmart,B051,Dragamonz,537,11108.71
2020,2,16,US,DOM,R003,Costco,B045,Rubiks,262,3964.1
2020,4,22,IN,DOM,R001,Walmart,B045,Rubiks,455,14941.95
2020,6,20,CZ,DOM,R001,Walmart,B064,TMNT,489,16583.07
2020,9,18,BE,DOM,R001,Walmart,B066,GUND,503,9642.46
2020,2,10,AT,FOB,R001,Walmart,B001,Art,524,7945.13
2020,4,17,SK,FOB,R002,Amazon,B067,Gund License Train Dragon,316,13709.43
2020,8,21,CH,DOM,R002,Amazon,B052,Ionix Pokemon,289,6326.98
2020,4,18,CN,FOB,R002,Amazon,B058,DC Universe,206,14235.57
2020,3,11,MX,DOM,R001,Walmart,B002,Text Cool,507,30332.03
2020,7,21,AU,DOM,R027,Coles,B060,Monster Trucks,259,12678.47
2020,7,14,AA,FOB,R001,Walmart,B011,Orbeez,516,8577.44
2020,3,23,CZ,FOB,R002,Amazon,B037,Marbles,245,3943.8
2020,11,21,AT,FOB,R002,Amazon,B007,Kinetic Rock,271,5514.17
2020,4,23,DE,FOB,R016,Lidl,B048,HEX,296,17834.8
2020,8,10,US,DOM,R002,Amazon,B009,Meccano,204,2648.19
2020,9,16,PL,FOB,R001,Walmart,B063,Star Wars,485,27450.09
2020,7,24,WE,FOB,R002,Amazon,B024,Hatchimals,193,13187.96
2020,11,18,FR,FOB,R002,Amazon,B014,PixOs,290,17392.45
2020,1,16,SK,FOB,R001,Walmart,B061,Monster Jam,406,15348.67
2020,8,14,US,FOB,R002,Amazon,B055,Angry Birds,257,8674.38
2020,9,25,US,FOB,R001,Walmart,B030,Paw Value Channel,513,7624.99
2020,12,14,PL,FOB,R002,Amazon,B063,Star Wars,200,13929.74
2020,8,23,RO,FOB,R001,Walmart,B036,Gabbys Dollhouse,446,6656.99
2020,4,13,SK,FOB,R001,Walmart,B002,Text Cool,445,25655.3
2020,8,24,CA,DOM,R024,Metro,B029,Paw Patrol Construction,297,11084.52
2020,8,10,CA,DOM,R024,Metro,B015,Masha & The Bear,281,10243.82
2020,6,11,CN,DOM,R001,Walmart,B014,PixOs,542,23325.66
2020,7,19,FR,DOM,R002,Amazon,B069,Gund License Vida the Vet,274,13268.9
2020,8,14,PT,DOM,R002,Amazon,B025,Popples,176,7379.25
2020,1,19,AU,DOM,R026,Woolworths AU,B019,Furprize,277,19046.5
2020,7,14,PL,DOM,R001,Walmart,B045,Rubiks,471,6004.88
2020,6,17,NL,FOB,R001,Walmart,B001,Art,471,10967.23
2020,4,22,MX,FOB,R001,Walmart,B072,Gund License Paw Patrol,470,14511.44
2020,7,13,AU,DOM,R001,Walmart,B047,Air Hogs,467,13200.26
2020,11,16,WE,DOM,R001,Walmart,B020,Magic Blanket Babies,523,26046.17
2020,7,21,NL,FOB,R002,Amazon,B024,Hatchimals,246,14045.37
2020,8,24,IT,DOM,R002,Amazon,B076,Flash,247,5882.76
2020,11,13,AT,FOB,R001,Walmart,B054,Spy Gear,501,20603.01
2020,6,11,FR,FOB,R001,Walmart,B004,Cool Maker,501,27675.63
2020,4,19,BE,DOM,R002,Amazon,B002,Text Cool,186,8332.44
2020,11,23,CH,DOM,R002,Amazon,B032,Vida the Vet,232,5570.73
2020,3,10,CZ,DOM,R002,Amazon,B001,Art,187,8733.58
2020,3,11,PT,FOB,R001,Walmart,B043,Big Potato Games,485,31143.55
2020,5,10,WE,DOM,R001,Walmart,B073,Redakai,495,23739.4
2020,4,18,AT,FOB,R001,Walmart,B026,Crystal Dragons,529,19253.08
2020,8,24,WE,FOB,R002,Amazon,B051,Dragamonz,240,4511.81
2020,11,24,RO,FOB,R002,Amazon,B039,Cardinal Games,362,21110.29
2020,8,22,UK,FOB,R010,Waitrose,B067,Gund License Train Dragon,211,9355.58
2020,6,22,AA,DOM,R001,Walmart,B023,DigiBird,436,24427.14
2020,11,14,RO,FOB,R002,Amazon,B050,Bakugan,191,7231.16
2020,2,11,AA,FOB,R001,Walmart,B014,PixOs,552,34232.84
2020,9,11,IN,FOB,R001,Walmart,B048,HEX,558,7613.53
2020,3,25,US,DOM,R001,Walmart,B062,SONY PLAYSTATION,495,14301.0
2020,7,11,PT,FOB,R001,Walmart,B028,Rusty Rivets,530,9966.11
2020,5,23,AT,FOB,R002,Amazon,B024,Hatchimals,216,9527.0
2020,5,19,RO,DOM,R002,Amazon,B014,PixOs,255,12951.38
2020,4,22,WE,FOB,R001,Walmart,B014,PixOs,481,25433.5
2020,8,20,AA,DOM,R002,Amazon,B004,Cool Maker,246,6189.9
2020,11,18,WE,DOM,R001,Walmart,B058,DC Universe,404,7850.95
2020,7,11,RO,DOM,R002,Amazon,B055,Angry Birds,368,25167.96
2020,12,12,CH,FOB,R001,Walmart,B021,Whiffies,521,8528.78
2020,3,10,MX,DOM,R001,Walmart,B010,MoonLite,444,14332.4
2020,4,16,AT,DOM,R001,Walmart,B016,Purse Pets,422,27762.47
2020,6,14,PT,FOB,R001,Walmart,B031,Paw Patrol,530,25406.83
2020,4,14,NL,FOB,R002,Amazon,B009,Meccano,242,14456.86
2020,2,17,CN,FOB,R001,Walmart,B038,Party Other Games,532,26387.41
2020,1,17,ES,DOM,R002,Amazon,B052,Ionix Pokemon,278,18364.2
2020,9,17,AT,DOM,R002,Amazon,B057,Ben 10,225,8218.35
2020,10,23,SK,DOM,R002,Amazon,B056,Batman,245,3661.81
2020,12,11,CH,DOM,R001,Walmart,B070,Gund Baby,505,33488.79
2020,6,15,AA,FOB,R001,Walmart,B071,Gund License Disney,475,13299.39
2020,2,14,US,DOM,R002,Amazon,B052,Ionix Pokemon,261,13734.0
2020,9,13,US,FOB,R001,Walmart,B051,Dragamonz,486,7455.84
2020,5,15,CZ,DOM,R002,Amazon,B072,Gund License Paw Patrol,289,20078.89
2020,1,14,IN,FOB,R002,Amazon,B073,Redakai,228,7718.59
2020,5,11,PL,DOM,R001,Walmart,B028,Rusty Rivets,468,8856.64
2020,3,10,NL,FOB,R001,Walmart,B015,Masha & The Bear,427,19358.23
2020,9,15,AA,FOB,R002,Amazon,B060,Monster Trucks,210,9569.19
2020,7,21,FR,FOB,R002,Amazon,B018,Cheeky Chonks,165,5092.61
2020,3,24,MX,FOB,R001,Walmart,B007,Kinetic Rock,507,6769.2
2020,1,20,CH,DOM,R002,Amazon,B058,DC Universe,271,15042.74
2020,6,25,BE,DOM,R001,Walmart,B039,Cardinal Games,492,34225.31
2020,7,11,US,FOB,R002,Amazon,B017,BITZEE,269,4926.57
2020,5,24,PL,FOB,R001,Walmart,B011,Orbeez,553,8711.45
2020,11,18,CZ,DOM,R002,Amazon,B069,Gund License Vida the Vet,206,13686.85
2020,11,22,UK,DOM,R001,Walmart,B012,Paw Patrol Activity,512,9077.92
2020,10,19,MX,FOB,R001,Walmart,B026,Crystal Dragons,436,18345.77
2020,11,24,DE,DOM,R016,Lidl,B054,Spy Gear,249,5243.98
2020,1,14,FR,FOB,R001,Walmart,B031,Paw Patrol,475,17104.23
2020,3,10,FR,FOB,R001,Walmart,B015,Masha & The Bear,570,28211.26
2020,1,14,SK,FOB,R002,Amazon,B066,GUND,215,9484.28
2020,7,12,IT,DOM,R002,Amazon,B048,HEX,236,11689.78
2020,9,23,MX,FOB,R002,Amazon,B005,Knits Cool,228,10347.72
2020,2,17,AT,FOB,R002,Amazon,B064,TMNT,206,4692.26
2020,7,13,AT,DOM,R001,Walmart,B070,Gund Baby,475,24772.43
2020,4,14,AU,FOB,R028,IGA,B033,Firebuds,334,9771.34
2020,2,21,PL,DOM,R001,Walmart,B015,Masha & The Bear,526,10507.79
2020,8,12,PL,DOM,R001,Walmart,B005,Knits Cool,517,10074.36
2020,3,17,CN,FOB,R002,Amazon,B031,Paw Patrol,228,6157.04
2020,6,11,CA,FOB,R023,Loblaws,B003,Craft Cool,319,13553.25
2020,2,14,UK,FOB,R008,Sainsbury,B052,Ionix Pokemon,256,14774.97
2020,8,24,CA,DOM,R001,Walmart,B064,TMNT,519,24164.41
2020,10,20,WE,DOM,R001,Walmart,B048,HEX,506,18807.95
2020,10,13,FR,FOB,R001,Walmart,B076,Flash,442,21263.48
2020,10,18,WE,FOB,R002,Amazon,B037,Marbles,286,11646.29
2020,10,24,IN,FOB,R013,DMart,B009,Meccano,247,14872.47
2020,7,15,CH,DOM,R002,Amazon,B012,Paw Patrol Activity,218,14219.07
2020,12,11,AT,DOM,R002,Amazon,B001,Art,246,12378.86
2020,4,24,RO,FOB,R002,Amazon,B010,MoonLite,230,14569.68
2020,3,25,BE,DOM,R002,Amazon,B074,Super Dinosaur,295,6546.27
2020,2,24,ES,FOB,R001,Walmart,B045,Rubiks,537,29062.85
2020,9,10,ES,FOB,R001,Walmart,B059,Black Adam Movie,475,28740.12
2020,7,23,PL,DOM,R001,Walmart,B021,Whiffies,504,26818.04
2020,5,14,WE,DOM,R001,Walmart,B012,Paw Patrol Activity,516,8066.77
2020,1,15,AU,FOB,R027,Coles,B076,Flash,251,9389.12
2020,12,22,PT,DOM,R001,Walmart,B057,Ben 10,551,16000.97
2020,7,11,WE,DOM,R001,Walmart,B035,GabbysDollhouseValue,494,34136.66
2020,8,18,CN,FOB,R001,Walmart,B066,GUND,467,31823.7
2020,9,24,DE,FOB,R002,Amazon,B056,Batman,240,10686.9
2020,6,18,UK,FOB,R007,Tesco,B026,Crystal Dragons,269,10238.01
2020,11,17,FR,DOM,R001,Walmart,B001,Art,504,17743.61
2020,9,18,RO,FOB,R002,Amazon,B011,Orbeez,165,9434.05
2020,1,10,BE,DOM,R002,Amazon,B061,Monster Jam,192,11422.26
2020,8,16,AT,DOM,R001,Walmart,B037,Marbles,490,19205.68
2020,5,23,DE,DOM,R015,Aldi,B073,Redakai,270,8401.15
2020,7,19,FR,DOM,R002,Amazon,B036,Gabbys Dollhouse,312,8981.97
2020,1,22,CH,FOB,R002,Amazon,B059,Black Adam Movie,218,2756.61
2020,8,21,CH,FOB,R001,Walmart,B071,Gund License Disney,483,21306.57
2020,12,14,PT,DOM,R002,Amazon,B059,Black Adam Movie,204,3812.34
2020,8,15,UK,DOM,R001,Walmart,B035,GabbysDollhouseValue,504,14129.09
2020,3,14,RO,DOM,R001,Walmart,B048,HEX,489,29459.33
2020,6,24,IT,FOB,R001,Walmart,B002,Text Cool,485,18351.05
2020,6,25,BE,DOM,R002,Amazon,B048,HEX,310,20218.98
2020,7,22,BE,FOB,R001,Walmart,B055,Angry Birds,579,16309.58
